GameId,Week,Date,Away,Home,AwayScore,HomeScore,Spread,Winner,Underdog
03-012,3,Sun September 21,Saints,Seahawks,0,0,0,H or A,H or A
03-013,3,Sun September 21,Cardinals,49ers,0,0,0,H or A,H or A
03-014,3,Sun September 21,Cowboys,Bears,0,0,0,H or A,H or A
03-015,3,Sun September 21,Chiefs,Giants,0,0,0,H or A,H or A
03-016,3,Mon September 22,Lions,Ravens,0,0,0,H or A,H or A
04-001,4,Thu September 25,Seahawks,Cardinals,0,0,0,H or A,H or A
04-002,4,Sun September 28,Vikings,Steelers,0,0,0,H or A,H or A
04-003,4,Sun September 28,Panthers,Patriots,0,0,0,H or A,H or A
04-004,4,Sun September 28,Browns,Lions,0,0,0,H or A,H or A
04-005,4,Sun September 28,Chargers,Giants,0,0,0,H or A,H or A
04-006,4,Sun September 28,Saints,Bills,0,0,0,H or A,H or A
04-007,4,Sun September 28,Eagles,Buccaneers,0,0,0,H or A,H or A
04-008,4,Sun September 28,Titans,Texans,0,0,0,H or A,H or A
04-009,4,Sun September 28,Commanders,Falcons,0,0,0,H or A,H or A
04-010,4,Sun September 28,Colts,Rams,0,0,0,H or A,H or A
04-011,4,Sun September 28,Jaguars,49ers,0,0,0,H or A,H or A
04-012,4,Sun September 28,Ravens,Chiefs,0,0,0,H or A,H or A
04-013,4,Sun September 28,Bears,Raiders,0,0,0,H or A,H or A
04-014,4,Sun September 28,Packers,Cowboys,0,0,0,H or A,H or A
04-015,4,Mon September 29,Jets,Dolphins,0,0,0,H or A,H or A
04-016,4,Mon September 29,Bengals,Broncos,0,0,0,H or A,H or A
05-001,5,Thu October 2,49ers,Rams,0,0,0,H or A,H or A
05-002,5,Sun October 5,Vikings,Browns,0,0,0,H or A,H or A
05-003,5,Sun October 5,Cowboys,Jets,0,0,0,H or A,H or A
05-004,5,Sun October 5,Broncos,Eagles,0,0,0,H or A,H or A
05-005,5,Sun October 5,Texans,Ravens,0,0,0,H or A,H or A
05-006,5,Sun October 5,Raiders,Colts,0,0,0,H or A,H or A
05-007,5,Sun October 5,Dolphins,Panthers,0,0,0,H or A,H or A
05-008,5,Sun October 5,Giants,Saints,0,0,0,H or A,H or A
05-009,5,Sun October 5,Buccaneers,Seahawks,0,0,0,H or A,H or A
05-010,5,Sun October 5,Titans,Cardinals,0,0,0,H or A,H or A
05-011,5,Sun October 5,Lions,Bengals,0,0,0,H or A,H or A
05-012,5,Sun October 5,Commanders,Chargers,0,0,0,H or A,H or A
05-013,5,Sun October 5,Patriots,Bills,0,0,0,H or A,H or A
05-014,5,Mon October 6,Chiefs,Jaguars,0,0,0,H or A,H or A
06-001,6,Thu October 9,Eagles,Giants,0,0,0,H or A,H or A
06-002,6,Sun October 12,Broncos,Jets,0,0,0,H or A,H or A
06-003,6,Sun October 12,Cardinals,Colts,0,0,0,H or A,H or A
06-004,6,Sun October 12,Browns,Steelers,0,0,0,H or A,H or A
06-005,6,Sun October 12,Cowboys,Panthers,0,0,0,H or A,H or A
06-006,6,Sun October 12,Chargers,Dolphins,0,0,0,H or A,H or A
06-007,6,Sun October 12,Rams,Ravens,0,0,0,H or A,H or A
06-008,6,Sun October 12,49ers,Buccaneers,0,0,0,H or A,H or A
06-009,6,Sun October 12,Seahawks,Jaguars,0,0,0,H or A,H or A
06-010,6,Sun October 12,Titans,Raiders,0,0,0,H or A,H or A
06-011,6,Sun October 12,Bengals,Packers,0,0,0,H or A,H or A
06-012,6,Sun October 12,Patriots,Saints,0,0,0,H or A,H or A
06-013,6,Sun October 12,Lions,Chiefs,0,0,0,H or A,H or A
06-014,6,Mon October 13,Bills,Falcons,0,0,0,H or A,H or A
06-015,6,Mon October 13,Bears,Commanders,0,0,0,H or A,H or A
07-001,7,Thu October 16,Steelers,Bengals,0,0,0,H or A,H or A
07-002,7,Sun October 19,Rams,Jaguars,0,0,0,H or A,H or A
07-003,7,Sun October 19,Panthers,Jets,0,0,0,H or A,H or A
07-004,7,Sun October 19,Raiders,Chiefs,0,0,0,H or A,H or A
07-005,7,Sun October 19,Dolphins,Browns,0,0,0,H or A,H or A
07-006,7,Sun October 19,Patriots,Titans,0,0,0,H or A,H or A
07-007,7,Sun October 19,Saints,Bears,0,0,0,H or A,H or A
07-008,7,Sun October 19,Eagles,Vikings,0,0,0,H or A,H or A
07-009,7,Sun October 19,Colts,Chargers,0,0,0,H or A,H or A
07-010,7,Sun October 19,Giants,Broncos,0,0,0,H or A,H or A
07-011,7,Sun October 19,Packers,Cardinals,0,0,0,H or A,H or A
07-012,7,Sun October 19,Commanders,Cowboys,0,0,0,H or A,H or A
07-013,7,Sun October 19,Falcons,49ers,0,0,0,H or A,H or A
07-014,7,Mon October 20,Buccaneers,Lions,0,0,0,H or A,H or A
07-015,7,Mon October 20,Texans,Seahawks,0,0,0,H or A,H or A
08-001,8,Thu October 23,Vikings,Chargers,0,0,0,H or A,H or A
08-002,8,Sun October 26,Bills,Panthers,0,0,0,H or A,H or A
08-003,8,Sun October 26,Bears,Ravens,0,0,0,H or A,H or A
08-004,8,Sun October 26,Browns,Patriots,0,0,0,H or A,H or A
08-005,8,Sun October 26,Dolphins,Falcons,0,0,0,H or A,H or A
08-006,8,Sun October 26,Giants,Eagles,0,0,0,H or A,H or A
08-007,8,Sun October 26,Jets,Bengals,0,0,0,H or A,H or A
08-008,8,Sun October 26,49ers,Texans,0,0,0,H or A,H or A
08-009,8,Sun October 26,Buccaneers,Saints,0,0,0,H or A,H or A
08-010,8,Sun October 26,Cowboys,Broncos,0,0,0,H or A,H or A
08-011,8,Sun October 26,Titans,Colts,0,0,0,H or A,H or A
08-012,8,Sun October 26,Packers,Steelers,0,0,0,H or A,H or A
08-013,8,Mon October 27,Commanders,Chiefs,0,0,0,H or A,H or A
09-001,9,Thu October 30,Ravens,Dolphins,0,0,0,H or A,H or A
09-002,9,Sun November 2,Falcons,Patriots,0,0,0,H or A,H or A
09-003,9,Sun November 2,Panthers,Packers,0,0,0,H or A,H or A
09-004,9,Sun November 2,Bears,Bengals,0,0,0,H or A,H or A
09-005,9,Sun November 2,Broncos,Texans,0,0,0,H or A,H or A
09-006,9,Sun November 2,Colts,Steelers,0,0,0,H or A,H or A
09-007,9,Sun November 2,Chargers,Titans,0,0,0,H or A,H or A
09-008,9,Sun November 2,Vikings,Lions,0,0,0,H or A,H or A
09-009,9,Sun November 2,49ers,Giants,0,0,0,H or A,H or A
09-010,9,Sun November 2,Jaguars,Raiders,0,0,0,H or A,H or A
09-011,9,Sun November 2,Saints,Rams,0,0,0,H or A,H or A
09-012,9,Sun November 2,Chiefs,Bills,0,0,0,H or A,H or A
09-013,9,Sun November 2,Seahawks,Commanders,0,0,0,H or A,H or A
09-014,9,Mon November 3,Cardinals,Cowboys,0,0,0,H or A,H or A
10-001,10,Thu November 6,Raiders,Broncos,0,0,0,H or A,H or A
10-002,10,Sun November 9,Falcons,Colts,0,0,0,H or A,H or A
10-003,10,Sun November 9,Ravens,Vikings,0,0,0,H or A,H or A
10-004,10,Sun November 9,Bills,Dolphins,0,0,0,H or A,H or A
10-005,10,Sun November 9,Browns,Jets,0,0,0,H or A,H or A
10-006,10,Sun November 9,Jaguars,Texans,0,0,0,H or A,H or A
10-007,10,Sun November 9,Patriots,Buccaneers,0,0,0,H or A,H or A
10-008,10,Sun November 9,Saints,Panthers,0,0,0,H or A,H or A
10-009,10,Sun November 9,Giants,Bears,0,0,0,H or A,H or A
10-010,10,Sun November 9,Cardinals,Seahawks,0,0,0,H or A,H or A
10-011,10,Sun November 9,Lions,Commanders,0,0,0,H or A,H or A
10-012,10,Sun November 9,Rams,49ers,0,0,0,H or A,H or A
10-013,10,Sun November 9,Steelers,Chargers,0,0,0,H or A,H or A
10-014,10,Mon November 10,Eagles,Packers,0,0,0,H or A,H or A
11-001,11,Thu November 13,Jets,Patriots,0,0,0,H or A,H or A
11-002,11,Sun November 16,Commanders,Dolphins,0,0,0,H or A,H or A
11-003,11,Sun November 16,Panthers,Falcons,0,0,0,H or A,H or A
11-004,11,Sun November 16,Bears,Vikings,0,0,0,H or A,H or A
11-005,11,Sun November 16,Bengals,Steelers,0,0,0,H or A,H or A
11-006,11,Sun November 16,Packers,Giants,0,0,0,H or A,H or A
11-007,11,Sun November 16,Texans,Titans,0,0,0,H or A,H or A
11-008,11,Sun November 16,Chargers,Jaguars,0,0,0,H or A,H or A
11-009,11,Sun November 16,Buccaneers,Bills,0,0,0,H or A,H or A
11-010,11,Sun November 16,49ers,Cardinals,0,0,0,H or A,H or A
11-011,11,Sun November 16,Seahawks,Rams,0,0,0,H or A,H or A
11-012,11,Sun November 16,Ravens,Browns,0,0,0,H or A,H or A
11-013,11,Sun November 16,Chiefs,Broncos,0,0,0,H or A,H or A
11-014,11,Sun November 16,Lions,Eagles,0,0,0,H or A,H or A
11-015,11,Mon November 17,Cowboys,Raiders,0,0,0,H or A,H or A
12-001,12,Thu November 20,Bills,Texans,0,0,0,H or A,H or A
12-002,12,Sun November 23,Colts,Chiefs,0,0,0,H or A,H or A
12-003,12,Sun November 23,Vikings,Packers,0,0,0,H or A,H or A
12-004,12,Sun November 23,Patriots,Bengals,0,0,0,H or A,H or A
12-005,12,Sun November 23,Giants,Lions,0,0,0,H or A,H or A
12-006,12,Sun November 23,Jets,Ravens,0,0,0,H or A,H or A
12-007,12,Sun November 23,Steelers,Bears,0,0,0,H or A,H or A
12-008,12,Sun November 23,Seahawks,Titans,0,0,0,H or A,H or A
12-009,12,Sun November 23,Browns,Raiders,0,0,0,H or A,H or A
12-010,12,Sun November 23,Jaguars,Cardinals,0,0,0,H or A,H or A
12-011,12,Sun November 23,Falcons,Saints,0,0,0,H or A,H or A
12-012,12,Sun November 23,Eagles,Cowboys,0,0,0,H or A,H or A
12-013,12,Sun November 23,Buccaneers,Rams,0,0,0,H or A,H or A
12-014,12,Mon November 24,Panthers,49ers,0,0,0,H or A,H or A
13-001,13,Thu November 27,Packers,Lions,0,0,0,H or A,H or A
13-002,13,Thu November 27,Chiefs,Cowboys,0,0,0,H or A,H or A
13-003,13,Thu November 27,Bengals,Ravens,0,0,0,H or A,H or A
13-004,13,Fri November 28,Bears,Eagles,0,0,0,H or A,H or A
13-005,13,Sun November 30,Cardinals,Buccaneers,0,0,0,H or A,H or A
13-006,13,Sun November 30,Falcons,Jets,0,0,0,H or A,H or A
13-007,13,Sun November 30,Texans,Colts,0,0,0,H or A,H or A
13-008,13,Sun November 30,Jaguars,Titans,0,0,0,H or A,H or A
13-009,13,Sun November 30,Rams,Panthers,0,0,0,H or A,H or A
13-010,13,Sun November 30,Saints,Dolphins,0,0,0,H or A,H or A
13-011,13,Sun November 30,49ers,Browns,0,0,0,H or A,H or A
13-012,13,Sun November 30,Vikings,Seahawks,0,0,0,H or A,H or A
13-013,13,Sun November 30,Bills,Steelers,0,0,0,H or A,H or A
13-014,13,Sun November 30,Raiders,Chargers,0,0,0,H or A,H or A
13-015,13,Sun November 30,Broncos,Commanders,0,0,0,H or A,H or A
13-016,13,Mon December 1,Giants,Patriots,0,0,0,H or A,H or A
14-001,14,Thu December 4,Cowboys,Lions,0,0,0,H or A,H or A
14-002,14,Sun December 7,Bears,Packers,0,0,0,H or A,H or A
14-003,14,Sun December 7,Colts,Jaguars,0,0,0,H or A,H or A
14-004,14,Sun December 7,Dolphins,Jets,0,0,0,H or A,H or A
14-005,14,Sun December 7,Saints,Buccaneers,0,0,0,H or A,H or A
14-006,14,Sun December 7,Steelers,Ravens,0,0,0,H or A,H or A
14-007,14,Sun December 7,Seahawks,Falcons,0,0,0,H or A,H or A
14-008,14,Sun December 7,Titans,Browns,0,0,0,H or A,H or A
14-009,14,Sun December 7,Commanders,Vikings,0,0,0,H or A,H or A
14-010,14,Sun December 7,Broncos,Raiders,0,0,0,H or A,H or A
14-011,14,Sun December 7,Bengals,Bills,0,0,0,H or A,H or A
14-012,14,Sun December 7,Rams,Cardinals,0,0,0,H or A,H or A
14-013,14,Sun December 7,Texans,Chiefs,0,0,0,H or A,H or A
14-014,14,Mon December 8,Eagles,Chargers,0,0,0,H or A,H or A
15-001,15,Thu December 11,Falcons,Buccaneers,0,0,0,H or A,H or A
15-002,15,Sun December 14,Cardinals,Texans,0,0,0,H or A,H or A
15-003,15,Sun December 14,Ravens,Bengals,0,0,0,H or A,H or A
15-004,15,Sun December 14,Bills,Patriots,0,0,0,H or A,H or A
15-005,15,Sun December 14,Browns,Bears,0,0,0,H or A,H or A
15-006,15,Sun December 14,Raiders,Eagles,0,0,0,H or A,H or A
15-007,15,Sun December 14,Chargers,Chiefs,0,0,0,H or A,H or A
15-008,15,Sun December 14,Jets,Jaguars,0,0,0,H or A,H or A
15-009,15,Sun December 14,Commanders,Giants,0,0,0,H or A,H or A
15-010,15,Sun December 14,Panthers,Saints,0,0,0,H or A,H or A
15-011,15,Sun December 14,Lions,Rams,0,0,0,H or A,H or A
15-012,15,Sun December 14,Packers,Broncos,0,0,0,H or A,H or A
15-013,15,Sun December 14,Colts,Seahawks,0,0,0,H or A,H or A
15-014,15,Sun December 14,Titans,49ers,0,0,0,H or A,H or A
15-015,15,Sun December 14,Vikings,Cowboys,0,0,0,H or A,H or A
15-016,15,Mon December 15,Dolphins,Steelers,0,0,0,H or A,H or A
16-001,16,Thu December 18,Rams,Seahawks,0,0,0,H or A,H or A
16-002,16,Sat December 20,Packers,Bears,0,0,0,H or A,H or A
16-003,16,Sat December 20,Eagles,Commanders,0,0,0,H or A,H or A
16-004,16,Sun December 21,Bills,Browns,0,0,0,H or A,H or A
16-005,16,Sun December 21,Chiefs,Titans,0,0,0,H or A,H or A
16-006,16,Sun December 21,Chargers,Cowboys,0,0,0,H or A,H or A
16-007,16,Sun December 21,Vikings,Giants,0,0,0,H or A,H or A
16-008,16,Sun December 21,Patriots,Ravens,0,0,0,H or A,H or A
16-009,16,Sun December 21,Jets,Saints,0,0,0,H or A,H or A
16-010,16,Sun December 21,Buccaneers,Panthers,0,0,0,H or A,H or A
16-011,16,Sun December 21,Falcons,Cardinals,0,0,0,H or A,H or A
16-012,16,Sun December 21,Jaguars,Broncos,0,0,0,H or A,H or A
16-013,16,Sun December 21,Raiders,Texans,0,0,0,H or A,H or A
16-014,16,Sun December 21,Steelers,Lions,0,0,0,H or A,H or A
16-015,16,Sun December 21,Bengals,Dolphins,0,0,0,H or A,H or A
16-016,16,Mon December 22,49ers,Colts,0,0,0,H or A,H or A
17-001,17,Thu December 25,Cowboys,Commanders,0,0,0,H or A,H or A
17-002,17,Thu December 25,Lions,Vikings,0,0,0,H or A,H or A
17-003,17,Thu December 25,Broncos,Chiefs,0,0,0,H or A,H or A
17-004,17,Sat December 27,Cardinals,Bengals,0,0,0,H or A,H or A
17-005,17,Sat December 27,Ravens,Packers,0,0,0,H or A,H or A
17-006,17,Sat December 27,Texans,Chargers,0,0,0,H or A,H or A
17-007,17,Sat December 27,Giants,Raiders,0,0,0,H or A,H or A
17-008,17,Sat December 27,Seahawks,Panthers,0,0,0,H or A,H or A
17-009,17,Sun December 28,Jaguars,Colts,0,0,0,H or A,H or A
17-010,17,Sun December 28,Patriots,Jets,0,0,0,H or A,H or A
17-011,17,Sun December 28,Saints,Titans,0,0,0,H or A,H or A
17-012,17,Sun December 28,Steelers,Browns,0,0,0,H or A,H or A
17-013,17,Sun December 28,Buccaneers,Dolphins,0,0,0,H or A,H or A
17-014,17,Sun December 28,Eagles,Bills,0,0,0,H or A,H or A
17-015,17,Sun December 28,Bears,49ers,0,0,0,H or A,H or A
17-016,17,Mon December 29,Rams,Falcons,0,0,0,H or A,H or A
18-001,18,Sat January 3,Cardinals,Rams,0,0,0,H or A,H or A
18-002,18,Sat January 3,Ravens,Steelers,0,0,0,H or A,H or A
18-003,18,Sat January 3,Panthers,Buccaneers,0,0,0,H or A,H or A
18-004,18,Sat January 3,Browns,Bengals,0,0,0,H or A,H or A
18-005,18,Sat January 3,Cowboys,Giants,0,0,0,H or A,H or A
18-006,18,Sat January 3,Lions,Bears,0,0,0,H or A,H or A
18-007,18,Sat January 3,Packers,Vikings,0,0,0,H or A,H or A
18-008,18,Sat January 3,Colts,Texans,0,0,0,H or A,H or A
18-009,18,Sat January 3,Chiefs,Raiders,0,0,0,H or A,H or A
18-010,18,Sat January 3,Chargers,Broncos,0,0,0,H or A,H or A
18-011,18,Sat January 3,Dolphins,Patriots,0,0,0,H or A,H or A
18-012,18,Sat January 3,Saints,Falcons,0,0,0,H or A,H or A
18-013,18,Sat January 3,Jets,Bills,0,0,0,H or A,H or A
18-014,18,Sat January 3,Seahawks,49ers,0,0,0,H or A,H or A
18-015,18,Sat January 3,Titans,Jaguars,0,0,0,H or A,H or A
18-016,18,Sat January 3,Commanders,Eagles,0,0,0,H or A,H or A
