GameId,Week,Date,Away,Home,AwayScore,HomeScore,Spread,Winner,Underdog
02-012,2,Sun September 14,Broncos,Colts,0,0,13.5,H,H
02-013,2,Sun September 14,Eagles,Chiefs,0,0,7.5,H,H
02-014,2,Sun September 14,Falcons,Vikings,0,0,3.5,A,A
02-015,2,Mon September 15,Buccaneers,Texans,0,0,1.5,A,A
02-016,2,Mon September 15,Chargers,Raiders,0,0,0.5,A,A
04-001,4,Thu September 25,Seahawks,Cardinals,31,44,4.5,H,A
04-002,4,Sun September 28,Vikings,Steelers,42,41,3.5,H,H
04-003,4,Sun September 28,Panthers,Patriots,17,42,6.5,H,A
04-004,4,Sun September 28,Browns,Lions,13,17,1.5,H,H
04-005,4,Sun September 28,Chargers,Giants,10,17,0.5,H,A
04-006,4,Sun September 28,Saints,Bills,21,24,7.5,A,A
04-007,4,Sun September 28,Eagles,Buccaneers,3,42,12.5,H,A
04-008,4,Sun September 28,Titans,Houston Texans,17,14,5.5,H,H
04-009,4,Sun September 28,Commanders,Falcons,34,42,3.5,H,H
04-010,4,Sun September 28,Colts,Rams,42,34,7.5,A,A
04-011,4,Sun September 28,Jaguars,49ers,17,21,6.5,A,A
04-012,4,Sun September 28,Ravens,Chiefs,10,24,10.5,H,H
04-013,4,Sun September 28,Bears,Raiders,51,42,3.5,A,A
04-014,4,Sun September 28,Packers,Cowboys,42,17,2.5,A,A
04-015,4,Mon September 29,Jets,Dolphins,21,24,9.5,A,A
04-016,4,Mon September 29,Bengals,Broncos,17,52,7.5,H,H
06-001,6,Thu October 9,Eagles,Giants,0,0,3.5,H or A,A
06-002,6,Sun October 12,Broncos,Jets,0,0,6.5,H or A,A
06-003,6,Sun October 12,Cardinals,Colts,0,0,4.5,H or A,H
06-004,6,Sun October 12,Browns,Steelers,0,0,7.5,H or A,A
06-005,6,Sun October 12,Cowboys,Panthers,0,0,10.5,H or A,A
06-006,6,Sun October 12,Chargers,Dolphins,0,0,2.5,H or A,H
06-007,6,Sun October 12,Rams,Ravens,0,0,3.5,H or A,A
06-008,6,Sun October 12,49ers,Buccaneers,0,0,5.5,H or A,H
06-009,6,Sun October 12,Seahawks,Jaguars,0,0,7.5,H or A,A
06-010,6,Sun October 12,Titans,Raiders,0,0,3.5,H or A,A
06-011,6,Sun October 12,Bengals,Packers,0,0,0.5,H or A,A
06-012,6,Sun October 12,Patriots,Saints,0,0,7.5,H or A,H
06-013,6,Sun October 12,Lions,Chiefs,0,0,6.5,H or A,A
06-014,6,Mon October 13,Bills,Falcons,0,0,3.5,H or A,A
06-015,6,Mon October 13,Bears,Commanders,0,0,2.5,H or A,H
01-001,1,Thu September 4,Cowboys,Eagles,24,21,3.5,A,H
01-002,1,Fri September 5,Chiefs,Chargers,24,21,3.5,A,A
01-003,1,Sun September 7,Cardinals,Saints,24,21,3.5,A,A
01-004,1,Sun September 7,Panthers,Jaguars,24,21,3.5,H,H
01-005,1,Sun September 7,Bengals,Browns,24,21,3.5,A,A
01-006,1,Sun September 7,Raiders,Patriots,24,21,3.5,H,H
01-007,1,Sun September 7,Dolphins,Colts,24,21,3.5,A,A
01-008,1,Sun September 7,Giants,Commanders,24,21,3.5,A,A
01-009,1,Sun September 7,Steelers,Jets,24,21,3.5,H,H
01-010,1,Sun September 7,Buccaneers,Falcons,24,21,3.5,A,A
01-011,1,Sun September 7,49ers,Seahawks,24,21,3.5,H,H
01-012,1,Sun September 7,Titans,Broncos,24,21,3.5,H,H
01-013,1,Sun September 7,Lions,Packers,24,21,3.5,A,A
01-014,1,Sun September 7,Texans,Rams,24,21,3.5,A,A
01-015,1,Sun September 7,Ravens,Bills,24,21,3.5,H,H
01-016,1,Mon September 8,Vikings,Bears,24,21,3.5,A,A
05-001,5,Thu October 2,49ers,Rams,24,43,7.5,H,H
05-002,5,Sun October 5,Vikings,Browns,48,24,3.5,A,A
05-003,5,Sun October 5,Cowboys,Jets,49,5,4.5,A,A
05-004,5,Sun October 5,Broncos,Eagles,16,31,7.5,H,H
05-005,5,Sun October 5,Texans,Ravens,10,21,10.5,H,H
05-006,5,Sun October 5,Raiders,Colts,21,42,2.5,H,A
05-007,5,Sun October 5,Dolphins,Panthers,17,18,3.5,A,A
05-008,5,Sun October 5,Giants,Saints,42,17,7.5,A,A
05-009,5,Sun October 5,Buccaneers,Seahawks,17,31,4.5,H,H
05-010,5,Sun October 5,Titans,Cardinals,10,34,3.5,H,H
05-011,5,Sun October 5,Lions,Bengals,3,42,7.5,H,A
05-012,5,Sun October 5,Commanders,Chargers,17,31,0.5,H,A
05-013,5,Sun October 5,Patriots,Bills,24,21,2.5,A,H
05-014,5,Mon October 6,Chiefs,Jaguars,31,17,3.5,A,H
